Артикул продавца,product_id,Артикул МП,Категория,МП,Юр лицо,date,Дата,Заказы шт,Средний чек 1 заказ (РУБ),Себестоимость 1 шт (РУБ),Себестоимость Тотал (РУБ),Комиссия МП  (РУБ),Хранение МП (РУБ),Логистика МП,Фуллфилмент БЕТА-ПРО (тотал),% выкупа,Рекламные расходы (РУБ),ДРР %,Эквайринг (РУБ),СТОК (ШТ),ПЛАН заказов шт в день,ПЛАН заказов оборот в день,% выполнения ПЛАНа в шт,% выполнения ПЛАНа в руб.,Оборачиваемость (Дни),Тотал заказы (РУБ),Коммерческая маржа (РУБ),Коммерческая маржа %,Cредние продажи в день - за неделю,Клики общие (воронка продаж),Просмотры (реклама),Клики (реклама),"CTR, % (реклама)",Добавления в корзину (реклама),Добавления в корзину (воронка продаж),"CR в корзину, % (формула)","CR в заказ, % (формула)","CR из клика в заказ, % (формула)",Команда
tm2-1bk,TM2-1BK,,Зеркала косметические,Wildberries,КРАВЧИК,,20.10.2024,0,0,1349.87,0,0,0,0,0,0.00,0,0.0000,0,0,6,16098,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
fp1-1,FP1-1,,Сковороды,Wildberries,КРАВЧИК,,20.10.2024,0,0,1841.65,0,0,0,0,0,0.00,0,0.0000,0,0,2,6062,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
tm1-1wt,TM1-1WT,,Зеркала косметические,Wildberries,КРАВЧИК,,20.10.2024,0,0,1250.19,0,0,0,0,0,0.00,0,0.0000,0,0,6,21540,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
tm1-2wt,TM1-2WT,,Зеркала косметические,Wildberries,КРАВЧИК,,20.10.2024,0,0,1842.26,0,0,0,0,0,0.00,0,0.0000,0,0,4,14980,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pt2-1rd,PT2-1RD,,Кастрюли,Wildberries,КРАВЧИК,,20.10.2024,0,0,1634.9,0,0,0,0,0,0.00,0,0.0000,0,0,54,180954,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-gfc1-1,H-GFC1-1,174370014,Контейнеры,Wildberries,КРАВЧИК,,20.10.2024,0,0,653.16,0,0,0,0,0,0.00,0,0.0000,0,0,113,177636,0.0000,0.0000,0,0,0,0,0,4,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
b-mcm1-1,B-MCM1-1,169516920,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,744.74,0,0,0,0,0,0.00,0,0.0000,0,0,1,1162,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pt2-3gn,PT2-3GN,,Кастрюли,Wildberries,КРАВЧИК,,20.10.2024,0,0,1503.02,0,0,0,0,0,0.00,0,0.0000,0,0,51,175134,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
at-001w,AT-001W,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,355.8,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
at-002g,AT-002G,134129266,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,542.35,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,2,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
at-002be,AT-002BE,134129265,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,0,0,0,28.75,0,0,0.00,0,0.0000,0,1,1,988,0.0000,0.0000,0,0,-28.75,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
at-002bk,AT-002BK,134129264,#N/A,Wildberries,КРАВЧИК,,20.10.2024,0,0,#N/A,0,0,0,0,0,0.00,0,0.0000,0,22,1,935,0.0000,0.0000,0,0,0,0,0,4,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
ldm1-1,LDM1-1,,#N/A,Wildberries,КРАВЧИК,,20.10.2024,0,0,#N/A,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
pt1-1,PT1-1,,Кастрюли,Wildberries,КРАВЧИК,,20.10.2024,0,0,1347.52,0,0,0,0,0,0.00,0,0.0000,0,0,377,1095562,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-2,PT1-2,,Кастрюли,Wildberries,КРАВЧИК,,20.10.2024,0,0,2096.16,0,0,0,0,0,0.00,0,0.0000,0,0,357,1595790,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-3,PT1-3,,Кастрюли,Wildberries,КРАВЧИК,,20.10.2024,0,0,2172.26,0,0,0,0,0,0.00,0,0.0000,0,0,125,560375,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-4,PT1-4,,Кастрюли,Wildberries,КРАВЧИК,,20.10.2024,0,0,1494.37,0,0,0,0,0,0.00,0,0.0000,0,0,214,688866,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-5,PT1-5,,Кастрюли,Wildberries,КРАВЧИК,,20.10.2024,0,0,2076.05,0,0,0,0,0,0.00,0,0.0000,0,0,148,709660,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-6,PT1-6,,Кастрюли,Wildberries,КРАВЧИК,,20.10.2024,0,0,1852.07,0,0,0,0,0,0.00,0,0.0000,0,0,127,505079,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-7,PT1-7,,Кастрюли,Wildberries,КРАВЧИК,,20.10.2024,0,0,1064.25,0,0,0,0,0,0.00,0,0.0000,0,0,85,187255,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt2-2gr,PT2-2GR,,Кастрюли,Wildberries,КРАВЧИК,,20.10.2024,0,0,1527.91,0,0,0,0,0,0.00,0,0.0000,0,0,94,326650,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
shc1-1br,SHC1-1BR,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,683.74,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
shc1-1gr,SHC1-1GR,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,670.61,0,0,0,0,0,0.00,0,0.0000,0,0,3,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
shc1-1bk,SHC1-1BK,206794537,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,661.58,0,0,2.954994,0,0,0.00,0,0.0000,0,0,1,0,0.0000,0.0000,0,0,-2.954994,0,0,31,0,0,0.0000,0,3,0.0968,0.0000,0.0000,Д+В
hng1-1w,HNG1-1W,157900838,#N/A,Wildberries,КРАВЧИК,,20.10.2024,0,0,889.61,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,3,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
hng1-1bk,HNG1-1BK,157900837,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,850.66,0,0,0,0,0,0.00,0,0.0000,0,0,1,1630,0.0000,0.0000,0,0,0,0,0,2,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
cpt 1-1gr,CPT1-1GR,,Коврики для ванной,Wildberries,КРАВЧИК,,20.10.2024,0,0,652.64,0,0,1.18755,0,0,0.00,0,0.0000,0,0,15,26775,0.0000,0.0000,0,0,-1.18755,0,1,27,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
cpt 1-1be,CPT1-1BE,,Коврики для ванной,Wildberries,КРАВЧИК,,20.10.2024,1,1730,654.44,0,337.35,0,318.10875,80,1.00,0,0.0000,15.72,0,15,25785,0.0007,0.0007,0,1730,978.82125,0.5657926301,1,60,0,0,0.0000,0,1,0.0167,1.0000,0.0167,М+Н
hl1-1,HL1-1,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,495.21,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
tvb1-1,TVB1-1,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,362.52,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1wt,PHA1-1WT,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,716.88,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1bk,PHA1-1BK,,#N/A,Wildberries,КРАВЧИК,,20.10.2024,0,0,#N/A,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1pk,PHA1-1PK,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,608.9,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1gr,PHA1-1GR,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,612.36,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1rd,PHA1-1RD,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,612.36,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-org1-1,H-ORG1-1,170581832,Контейнеры,Wildberries,КРАВЧИК,,20.10.2024,0,0,581.49,0,0,0,0,0,0.00,0,0.0000,0,0,13,16159,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-org1-2,H-ORG1-2,175395166,Контейнеры,Wildberries,КРАВЧИК,,20.10.2024,0,0,468.65,0,0,0,0,0,0.00,0,0.0000,0,0,3,2397,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-org1-3,H-ORG1-3,,Контейнеры,Wildberries,КРАВЧИК,,20.10.2024,0,0,787.28,0,0,0,0,0,0.00,0,0.0000,0,0,2,3452,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
k-ebr-1-1,K-EBR-1-1,169514448,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,403.01,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
b-drs1-1,B-DRS1-1,169515275,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,599.76,0,0,0,0,0,0.00,0,0.0000,0,0,1,300,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
tvb1-2,TVB1-2,169516121,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,701.59,0,0,0,0,0,0.00,0,0.0000,0,2,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
k-pmc1-1,K-PMC1-1,169517381,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,552.53,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-lb1-1gr,H-LB1-1GR,169517686,Корзины для белья,Wildberries,КРАВЧИК,,20.10.2024,0,0,543.77,0,0,0,0,0,0.00,0,0.0000,0,1,17,25262,0.0000,0.0000,0,0,0,0,0,3,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-lb1-1wt,H-LB1-1WT,169518033,Корзины для белья,Wildberries,КРАВЧИК,,20.10.2024,0,0,540.01,0,0,0.63504,0,0,0.00,0,0.0000,0,1,25,34850,0.0000,0.0000,0,0,-0.63504,0,0,3,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-led-1-1-15,H-LED-1-1-15,169518359,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,829.76,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-led-1-1-20,H-LED-1-1-20,169518360,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,1021.25,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-sj1-1,H-SJ1-1,169519111,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,789.78,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-tc1-1wt,H-TC1-1WT,169519257,Мусорные ведра,Wildberries,КРАВЧИК,,20.10.2024,0,0,557.56,0,0,0,0,0,0.00,0,0.0000,0,0,9,11268,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
dydb1-1,DYDB1-1,,Шуруповерты,Wildberries,КРАВЧИК,,20.10.2024,0,0,1912.69,0,0,0,0,0,0.00,0,0.0000,0,0,10,35360,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
dywr1-1,DYWR1-1,,Гайковерты,Wildberries,КРАВЧИК,,20.10.2024,0,0,3032.58,0,0,0,0,0,0.00,0,0.0000,0,0,13,76778,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
dygr1-1,DYGR1-1,,Шлифовальные машины,Wildberries,КРАВЧИК,,20.10.2024,0,0,3417.01,0,0,0,0,0,0.00,0,0.0000,0,0,4,22628,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-cpt2-1ca,H-CPT2-1CA,,Коврики для ванной,Wildberries,КРАВЧИК,,20.10.2024,0,0,364.61,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-cpt2-1be,H-CPT2-1BE,,Коврики для ванной,Wildberries,КРАВЧИК,,20.10.2024,0,0,354.49,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-mop 1-1,H-MOP1-1,,Швабры,Wildberries,КРАВЧИК,,20.10.2024,0,0,372.61,0,0,0,0,0,0.00,0,0.0000,0,0,3,2877,0.0000,0.0000,0,0,0,0,0,6,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
b-fcm1-1wt,B-FCM1-1WT,173523790,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,464.03,0,0,0,0,0,0.00,0,0.0000,0,0,3,6000,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
b-fcm1-1bk,B-FCM1-1BK,173523791,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,459.89,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-dsp1-1,H-DSP1-1,174345020,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,1326.92,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
b-mg1-1,B-MG1-1,174346631,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,2153.4,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,6,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
cpt1-1-1mgr,CPT1-1-1MGR,200556513,Коврики для ванной,Wildberries,КРАВЧИК,,20.10.2024,0,0,651.12,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,20,0,0,0.0000,0,0,0.0000,0.0000,0.0000,#N/A
cpt1-1mbe,CPT1-1MBE,200556512,Коврики для ванной,Wildberries,КРАВЧИК,,20.10.2024,0,0,655.35,0,0,0.9009,0,0,0.00,0,0.0000,0,0,15,23595,0.0000,0.0000,0,0,-0.9009,0,2,60,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-bowl1-2,H-BOWL1-2,,Миски,Wildberries,КРАВЧИК,,20.10.2024,0,0,628.47,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-bowl1-2c,H-BOWL1-2C,,Миски,Wildberries,КРАВЧИК,,20.10.2024,0,0,737.84,0,0,0,0,0,0.00,0,0.0000,0,0,13,19162,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-gfc 2-1,H-GFC2-1,,Контейнеры,Wildberries,КРАВЧИК,,20.10.2024,0,0,533.84,0,0,0,0,0,0.00,0,0.0000,0,0,22,24244,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
drl2-1,DRL2-1,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,1322.8,0,0,0,0,0,0.00,0,0.0000,0,0,1,2263,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
drl3-1,DRL3-1,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,634.37,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
gr1-2,GR1-2,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,2387.47,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
wr1-2,WR1-2,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,2034.42,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
chs1-1,CHS1-1,,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,1643.55,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-tc1-2wt,H-TC1-2WT,,Мусорные ведра,Wildberries,КРАВЧИК,,20.10.2024,0,0,488.51,0,0,0,0,0,0.00,0,0.0000,0,0,11,14289,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-tc1-3wt,H-TC1-3WT,,Мусорные ведра,Wildberries,КРАВЧИК,,20.10.2024,0,0,478.38,0,0,0,0,0,0.00,0,0.0000,0,0,2,2410,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-tc1-4wt,H-TC1-4WT,,Мусорные ведра,Wildberries,КРАВЧИК,,20.10.2024,0,0,713.09,0,0,0,0,0,0.00,0,0.0000,0,0,17,27489,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-tc1-5wt,H-TC1-5WT,,Мусорные ведра,Wildberries,КРАВЧИК,,20.10.2024,0,0,765.44,0,0,0,0,0,0.00,0,0.0000,0,0,15,21165,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
shc1-2,SHC1-2,,#N/A,Wildberries,КРАВЧИК,,20.10.2024,0,0,#N/A,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
at-003bk,AT-003BK,134132667,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,980.35,0,0,0,0,0,0.00,0,0.0000,0,100,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
at-003w,AT-003W,134132666,Прочее,Wildberries,КРАВЧИК,,20.10.2024,0,0,981.36,0,0,2.55507,0,0,0.00,0,0.0000,0,52,0,0,0.0000,0.0000,0,0,-2.55507,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
fp1-3,FP1-3,262386611,Сковороды,Wildberries,ИНТЕР,,20.10.2024,0,0,2945.71,0,0,102.8342784,0,0,0.00,0,0.0000,0,64,34,185878,0.0000,0.0000,0,0,-102.8342784,0,0,39,0,0,0.0000,0,4,0.1026,0.0000,0.0000,Д+В
tm2-2bk,TM2-2BK,,Зеркала косметические,Wildberries,ИНТЕР,,20.10.2024,0,0,1349.87,0,0,0,0,0,0.00,0,0.0000,0,0,1,2570,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
tm1-1bk,TM1-1BK,196420128,Зеркала косметические,Wildberries,ИНТЕР,,20.10.2024,4,2720,1247.31,0,2448,10.92857143,865.2890099,320,1.00,0,0.0000,73.70315789,0,22,67166,0.0018,0.0016,0,10880,7162.079261,0.6582793438,21,260,0,0,0.0000,0,21,0.0808,0.1905,0.0154,М+Н
tm1-2bk,TM1-2BK,,Зеркала косметические,Wildberries,ИНТЕР,,20.10.2024,0,0,1843.4,0,0,0,0,0,0.00,0,0.0000,0,0,19,72523,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
fp1-2,FP1-2,261185226,Сковороды,Wildberries,ИНТЕР,,20.10.2024,0,0,2195.29,0,0,93.6905088,0,0,0.00,0,0.0000,0,88,13,50739,0.0000,0.0000,0,0,-93.6905088,0,0,9,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
tm2-1wt,TM2-1WT,,Зеркала косметические,Wildberries,ИНТЕР,,20.10.2024,0,0,1349.87,0,0,0,0,0,0.00,0,0.0000,0,0,13,34125,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
drl5-1,DRL5-1,,Прочее,Wildberries,ИНТЕР,,20.10.2024,0,0,1740.51,0,0,0,0,0,0.00,0,0.0000,0,0,3,8109,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
tm2-2wt,TM2-2WT,,Зеркала косметические,Wildberries,ИНТЕР,,20.10.2024,0,0,1349.87,0,0,0,0,0,0.00,0,0.0000,0,0,5,15605,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
drl4-1,DRL4-1,,Прочее,Wildberries,ИНТЕР,,20.10.2024,0,0,1549,0,0,0,0,0,0.00,0,0.0000,0,0,4,10692,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-gfc1-2,H-GFC1-2,196426423,Контейнеры,Wildberries,ИНТЕР,,20.10.2024,53,650.0128302,354.81,0,6717.8826,59.82501875,5041.837005,4240,0.90,2262.77,0.0730,345.1674074,0,46,34914,0.0115,0.0099,0,34450.68,15783.19797,0.4581389386,29,1081,11044,365,0.1573,14,133,0.1230,0.3985,0.0490,М+Н
h-gfc1-3,H-GFC1-3,196426422,Контейнеры,Wildberries,ИНТЕР,,20.10.2024,28,1650,805.96,0,9009,2826.099448,6826.137054,2240,0.86,2083.36,0.0524,485.8311111,3228,85,161415,0.0033,0.0029,124,46200,22729.57239,0.4919820863,26,1184,7885,227,0.0719,26,124,0.1047,0.2258,0.0236,М+Н
tm2-1bk,TM2-1BK,,Зеркала косметические,Wildberries,ИНТЕР,,20.10.2024,0,0,1349.87,0,0,0,0,0,0.00,0,0.0000,0,0,6,16098,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
fp1-1,FP1-1,261165510,Сковороды,Wildberries,ИНТЕР,,20.10.2024,0,0,1841.65,0,0,60.9036288,0,0,0.00,0,0.0000,0,88,2,6062,0.0000,0.0000,0,0,-60.9036288,0,0,9,0,0,0.0000,0,2,0.2222,0.0000,0.0000,Д+В
tm1-1wt,TM1-1WT,196420129,Зеркала косметические,Wildberries,ИНТЕР,,20.10.2024,1,3520,1250.19,0,792,0.8665461,296.637005,80,1.00,0,0.0000,25.181834,1,6,21540,0.0017,0.0016,1,3520,2325.314615,0.6606007429,1,84,0,0,0.0000,0,7,0.0833,0.1429,0.0119,М+Н
tm1-2wt,TM1-2WT,,Зеркала косметические,Wildberries,ИНТЕР,,20.10.2024,0,0,1842.26,0,0,0,0,0,0.00,0,0.0000,0,0,4,14980,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pt2-1rd,PT2-1RD,196435710,Кастрюли,Wildberries,ИНТЕР,,20.10.2024,0,0,1634.9,0,0,35.0625,0,0,0.00,0,0.0000,0,947,54,180954,0.0000,0.0000,32,0,-35.0625,0,30,3845,0,0,0.0000,0,43,0.0112,0.0000,0.0000,Д+В
h-gfc1-1,H-GFC1-1,196426420,Контейнеры,Wildberries,ИНТЕР,,20.10.2024,97,1402.076392,653.16,0,26520.27495,1097.087846,13351.08,7760,0.97,2075.18,0.0157,1304.886585,2387,113,177636,0.0086,0.0077,66,136001.41,83892.90062,0.6168531681,36,1710,7125,256,0.0991,41,241,0.1409,0.4025,0.0567,М+Н
b-mcm1-1,B-MCM1-1,,Прочее,Wildberries,ИНТЕР,,20.10.2024,0,0,744.74,0,0,0,0,0,0.00,0,0.0000,0,0,1,1162,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pt2-3gn,PT2-3GN,196435711,Кастрюли,Wildberries,ИНТЕР,,20.10.2024,37,3100.019189,1503.02,0,22366.63845,508.746675,10237.957,2960,0.84,0,0.0000,1021.482941,284,51,175134,0.0073,0.0065,20,114700.71,77605.88493,0.6765946342,14,5976,0,0,0.0000,0,228,0.0382,0.1623,0.0062,Д+В
